,Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),⚠️ Problem Detail
2268,2,Panruti,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11010,Variety: 'CO_43'
2271,2,Chinnasalem,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11760,Variety: 'CO_43'
2274,2,Panruti,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11832,Variety: 'CO_43'
2277,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11746,Variety: 'CO_43'
2280,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11672,Variety: 'CO_43'
2283,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11446,Variety: 'CO_43'
2286,2,Panruti,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11060,Variety: 'CO_43'
2289,2,Chinnasalem,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11746,Variety: 'CO_43'
2292,2,Panruti,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11672,Variety: 'CO_43'
2298,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11710,Variety: 'CO_43'
2307,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11446,Variety: 'CO_43'
2310,2,Panruti,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,,35,,30,,33.5,,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11922,Variety: 'CO_43'
2313,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11446,Variety: 'CO_43'
2316,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11816,Variety: 'CO_43'
2319,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11256,Variety: 'CO_43'
2322,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11988,Variety: 'CO_43'
2325,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11224,Variety: 'CO_43'
2328,2,Panruti,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11672,Variety: 'CO_43'
2331,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11238,Variety: 'CO_43'
2334,2,Panruti,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11446,Variety: 'CO_43'
2340,2,Panruti,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11468,Variety: 'CO_43'
2349,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11246,Variety: 'CO_43'
2352,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,NE,--,78.6,80,92,88,180,11446,Variety: 'CO_43'
2355,2,Kallakurichi,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11348,Variety: 'CO_43'
2358,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11672,Variety: 'CO_43'
2361,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,--,W,85.0,96,84,79,180,11746,Variety: 'CO_43'
2364,2,Cuddalore,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11672,Variety: 'CO_43'
2367,2,Cuddalore,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,--,W,NNW,WSW,72.0,78,88,85,180,11446,Variety: 'CO_43'
2370,2,Kurinjipadi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,180,10984,Variety: 'CO_43'
2373,2,Kurinjipadi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,180,10906,Variety: 'CO_43'
2376,2,Kurinjipadi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,180,11446,Variety: 'CO_43'
2382,2,Sankarapuram,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,180,11218,Variety: 'CO_43'
2391,2,Sankarapuram,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,180,10820,Variety: 'CO_43'
2394,2,Sankarapuram,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,180,11256,Variety: 'CO_43'
2397,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,180,11224,Variety: 'CO_43'
2400,2,Cuddalore,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11672,Variety: 'CO_43'
2403,2,Kallakurichi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11472,Variety: 'CO_43'
2406,2,Cuddalore,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11746,Variety: 'CO_43'
2409,2,Kallakurichi,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11672,Variety: 'CO_43'
2412,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11746,Variety: 'CO_43'
2415,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11054,Variety: 'CO_43'
2418,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11544,Variety: 'CO_43'
2424,2,Cuddalore,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11932,Variety: 'CO_43'
2433,2,Kallakurichi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11646,Variety: 'CO_43'
2436,2,Cuddalore,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11814,Variety: 'CO_43'
2439,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11940,Variety: 'CO_43'
2442,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,10984,Variety: 'CO_43'
2445,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11710,Variety: 'CO_43'
2448,2,Cuddalore,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11746,Variety: 'CO_43'
2451,2,Kallakurichi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11672,Variety: 'CO_43'
2454,2,Cuddalore,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11746,Variety: 'CO_43'
2457,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11832,Variety: 'CO_43'
2460,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,,34,,30,,31.0,,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11446,Variety: 'CO_43'
2466,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11446,Variety: 'CO_43'
2475,2,Kallakurichi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11446,Variety: 'CO_43'
2478,2,Cuddalore,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11672,Variety: 'CO_43'
2481,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11746,Variety: 'CO_43'
2484,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11446,Variety: 'CO_43'
2487,2,Kallakurichi,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11816,Variety: 'CO_43'
2490,2,Cuddalore,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,10820,Variety: 'CO_43'
2493,2,Kallakurichi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11256,Variety: 'CO_43'
2496,2,Cuddalore,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11224,Variety: 'CO_43'
2499,2,Kallakurichi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,180,11672,Variety: 'CO_43'
2502,2,Cuddalore,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11746,Variety: 'CO_43'
2508,2,Cuddalore,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,180,11672,Variety: 'CO_43'
2517,2,Kallakurichi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11832,Variety: 'CO_43'
2520,2,Kurinjipadi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,180,10906,Variety: 'CO_43'
2523,2,Sankarapuram,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,180,11766,Variety: 'CO_43'
2526,2,Kurinjipadi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,180,10984,Variety: 'CO_43'
2529,2,Sankarapuram,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,180,11672,Variety: 'CO_43'
2532,2,Kurinjipadi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,180,11746,Variety: 'CO_43'
2535,2,Sankarapuram,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,,32,,28,,34.0,,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,180,11710,Variety: 'CO_43'
2538,2,Kurinjipadi,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,180,11054,Variety: 'CO_43'
2541,1,Sankarapuram,CO_43,alluvial,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,90,5492,Variety: 'CO_43'
2544,1,Kurinjipadi,CO_43,alluvial,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,90,5855,Variety: 'CO_43'
2550,1,Kurinjipadi,CO_43,clay,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,90,5836,Variety: 'CO_43'
2559,1,Sankarapuram,CO_43,alluvial,25,12.5,dry,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,90,5723,Variety: 'CO_43'
2562,1,Kurinjipadi,CO_43,clay,25,12.5,dry,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,90,5986,Variety: 'CO_43'
2565,1,Sankarapuram,CO_43,clay,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,90,5532,Variety: 'CO_43'
2568,1,Kurinjipadi,CO_43,clay,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,90,5873,Variety: 'CO_43'
2571,1,Sankarapuram,CO_43,alluvial,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,90,5883,Variety: 'CO_43'
2574,1,Kurinjipadi,CO_43,alluvial,25,12.5,wet,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,90,5527,Variety: 'CO_43'
2577,1,Sankarapuram,CO_43,alluvial,25,12.5,dry,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,90,5873,Variety: 'CO_43'
2580,1,Kurinjipadi,CO_43,clay,25,12.5,dry,20,1,40,2,27.13,10.38,15,600,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,90,5916,Variety: 'CO_43'
2583,1,Sankarapuram,CO_43,alluvial,25,12.5,dry,20,1,40,2,27.13,10.38,15,600,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,90,5723,Variety: 'CO_43'
